primary_key;order_reference;code_cip_id;salesrep_id;article_code;article_name;quantity;unit_price;discount;net_revenue;order_date;
8721;1206201158S0013;2274610;37;5065;Totem Double Face;1;0;0%;0;2020-06-15;
8722;1206201158S0013;2274610;37;5150;Pop-up cœur d'aloe cube offre consommateur;1;0;0%;0;2020-06-15;
8723;1206201158S0013;2274610;37;5151;Réglette de linéaire Aloe Vera;2;0;0%;0;2020-06-15;
8724;1206201158S0013;2274610;37;5152;Présentoir de Comptoir Gamme Aloe;1;0;0%;0;2020-06-15;
8725;1206201158S0013;2274610;37;5154;Grand Aloe Vera Cartonné de Linéaire ou Vitrine;1;0;0%;0;2020-06-15;
8726;1206201158S0013;2274610;37;5155;Présentoir de Comptoir Aloe-Oil;1;0;0%;0;2020-06-15;
8727;1206201158S0013;2274610;37;5156;Brochure Gamme Aloe Vera;50;0;0%;0;2020-06-15;
8728;1206201158S0011;2274610;37;Vide;Vide;213;1238.39;38%;767.8;2020-06-15;
8729;1206201158S0011;2274610;37;5050;Pur gel feuille - 250ml;24;16.9;38%;251.47;2020-06-15;
8730;1206201158S0011;2274610;37;5051;Pur gel flacon - 100ml;24;9.9;38%;147.31;2020-06-15;
8731;1206201158S0011;2274610;37;5052;Aloe-oil huile réparatrice - 50ml;24;8.9;38%;132.43;2020-06-15;
8732;1206201158S0011;2274610;37;5053;Aloe-oil crème réparatrice - 150ml;24;15.9;38%;236.59;2020-06-15;
8733;1206201158S0011;2274610;37;5064;Cœur d'aloe cube;60;0;0%;0;2020-06-15;
8734;1206201158S0011;2274610;37;5065;Totem double face;1;0;0%;0;2020-06-15;
8735;1206201158S0011;2274610;37;5150;Pop-up cœur d'aloe cube offre consommateur;1;0;0%;0;2020-06-15;
8736;1206201158S0011;2274610;37;5151;Réglette de linéaire Aloe Vera;2;0;0%;0;2020-06-15;
8737;1206201158S0011;2274610;37;5152;Présentoir de comptoir Nutri-Pulpe & Pur Gel;1;0;0%;0;2020-06-15;
8738;1206201158S0011;2274610;37;5154;Grand aloe vera cartonné de linéaire ou vitrine;1;0;0%;0;2020-06-15;
8739;1206201158S0011;2274610;37;5155;Présentoir de comptoir gamme Aloe-oil;1;0;0%;0;2020-06-15;
8740;1206201158S0011;2274610;37;5156;Brochure de gamme Aloe Vera consommateur;50;0;0%;0;2020-06-15;
10097;1206201339S00DR;2235131;50;Vide;Vide;675;2590.83;46%;1399.05;2020-06-15;
10098;1206201339S00DR;2235131;50;5046;Nutri-Pulpe - 1000ml - 8.026.380.050.468;6;24.9;46%;80.68;2020-06-15;
10099;1206201339S00DR;2235131;50;5048;Nutri-Pulpe Pêche Blanche - 1000ml - 8.026.380.050.482;6;24.9;46%;80.68;2020-06-15;
10100;1206201339S00DR;2235131;50;5049;Nutri-Pulpe Pêche Blanche - 500ml - 8.026.380.050.499;6;16.9;46%;54.76;2020-06-15;
10101;1206201339S00DR;2235131;50;5050;Pur Gel Feuille - 250ml - 8.026.380.050.505;60;16.9;46%;547.56;2020-06-15;
10102;1206201339S00DR;2235131;50;5051;Pur Gel Flacon - 100ml - 8.026.380.050.512;36;9.9;46%;192.46;2020-06-15;
10103;1206201339S00DR;2235131;50;5052;Aloe-Oil Huile Réparatrice - 50ml - 8.026.380.050.529;60;8.9;46%;288.36;2020-06-15;
10104;1206201339S00DR;2235131;50;5053;Aloe-Oil Crème Réparatrice - 150ml - 8.026.380.050.536;18;15.9;46%;154.55;2020-06-15;
10105;1206201339S00DR;2235131;50;5064;Cœur d'aloe cube;120;0;0%;0;2020-06-15;
10106;1206201339S00DR;2235131;50;5065;Totem Double Face;2;0;0%;0;2020-06-15;
10107;1206201339S00DR;2235131;50;5150;Pop-up cœur d'aloe cube offre consommateur;2;0;0%;0;2020-06-15;
10108;1206201339S00DR;2235131;50;5151;Réglette de linéaire Aloe Vera;2;0;0%;0;2020-06-15;
10109;1206201339S00DR;2235131;50;5152;Présentoir de Comptoir Gamme Aloe;1;0;0%;0;2020-06-15;
10110;1206201339S00DR;2235131;50;5153;Présentoir de Sol Gamme Aloe;1;0;0%;0;2020-06-15;
10111;1206201339S00DR;2235131;50;5154;Grand Aloe Vera Cartonné de Linéaire ou Vitrine;2;0;0%;0;2020-06-15;
10112;1206201339S00DR;2235131;50;5155;Présentoir de Comptoir Aloe-Oil;2;0;0%;0;2020-06-15;
10113;1206201339S00DR;2235131;50;5156;Brochure Gamme Aloe Vera;100;0;0%;0;2020-06-15;
10114;1206201339S00DR;2235131;50;5168;Présentoir de Sol Aloe-Oil;1;0;0%;0;2020-06-15;
10115;1206201339S00DR;2235131;50;5174;Echantillon Aloe-oil huile réparatrice;50;0;0%;0;2020-06-15;
10116;1206201339S00DR;2235131;50;5175;Echantillon Aloe-oil crème réparatrice;50;0;0%;0;2020-06-15;
10117;1206201339S00DR;2235131;50;5176;Echantillon Pur Gel;50;0;0%;0;2020-06-15;
10118;1206201339S00DR;2235131;50;5177;Echantillon Nutri-Pulpe;50;0;0%;0;2020-06-15;
10119;1206201339S00DR;2235131;50;5869;Echantillon Nutri-Pulpe Goût Pêche Blanche;50;0;0%;0;2020-06-15;
10140;1506202116S0003;2001674;49;Vide;Vide;24;405.61;38%;251.48;2020-06-15;
10141;1506202116S0003;2001674;49;5047;Nutri-Pulpe 500ml - 8.026.380.050.475;6;16.9;38%;62.87;2020-06-15;
10142;1506202116S0003;2001674;49;5049;Nutri-Pulpe Pêche Blanche 500ml - 8.026.380.050.499;6;16.9;38%;62.87;2020-06-15;
10143;1506202116S0003;2001674;49;5050;Pur Gel Feuille 250ml - 8.026.380.050.505;12;16.9;38%;125.74;2020-06-15;
19434;1206201805S0001;2249673;26;Vide;Vide;36;416.4;38%;258.17;2020-06-15;
19435;1206201805S0001;2249673;26;5050;Pur Gel Feuille 250ml - 8.026.380.050.505;12;16.9;38%;125.74;2020-06-15;
19436;1206201805S0001;2249673;26;5052;Aloe-Oil Huile Réparatrice 50ml - 8.026.380.050.529;24;8.9;38%;132.43;2020-06-15;
19612;2005201444S0001;2213144;26;Vide;Vide;432;1495.8;46%;807.73;2020-06-15;
19613;2005201444S0001;2213144;26;5048;Nutri-Pulpe Pêche Blanche 1000ml - 8.026.380.050.482;6;24.9;46%;80.68;2020-06-15;
19614;2005201444S0001;2213144;26;5049;Nutri-Pulpe Pêche Blanche 500ml - 8.026.380.050.499;12;16.9;46%;109.51;2020-06-15;
19615;2005201444S0001;2213144;26;5050;Pur Gel Feuille 250ml - 8.026.380.050.505;36;16.9;46%;328.54;2020-06-15;
19616;2005201444S0001;2213144;26;5051;Pur Gel Flacon 100ml - 8.026.380.050.512;24;9.9;46%;128.3;2020-06-15;
19617;2005201444S0001;2213144;26;5052;Aloe-Oil Huile Réparatrice 50ml - 8.026.380.050.529;12;8.9;46%;57.67;2020-06-15;
19618;2005201444S0001;2213144;26;5053;Aloe-Oil Crème Réparatrice 150ml - 8.026.380.050.536;12;15.9;46%;103.03;2020-06-15;
19619;2005201444S0001;2213144;26;5064;Cœur d'Aloe Cube;120;;0%;;2020-06-15;
19620;2005201444S0001;2213144;26;5065;Totem Double Face;2;;0%;;2020-06-15;
19621;2005201444S0001;2213144;26;5150;Pop-Up Coeur D’Aloe Cube Offre Consommateur;2;;0%;;2020-06-15;
19622;2005201444S0001;2213144;26;5151;Réglette De Linéaire Aloe Vera;1;;0%;;2020-06-15;
19623;2005201444S0001;2213144;26;5152;Présentoir de Comptoir Gamme Aloe;1;;0%;;2020-06-15;
19624;2005201444S0001;2213144;26;5153;Présentoir de Sol Gamme Aloe;1;;0%;;2020-06-15;
19625;2005201444S0001;2213144;26;5154;Grand Aloe Vera Cartonné de Linéaire ou Vitrine;2;;0%;;2020-06-15;
19626;2005201444S0001;2213144;26;5155;Présentoir de Comptoir Aloe-Oil;1;;0%;;2020-06-15;
19627;2005201444S0001;2213144;26;5156;Brochure Gamme Aloe Vera;50;;0%;;2020-06-15;
19628;2005201444S0001;2213144;26;5177;Echantillon Nutri-Pulpe;50;;0%;;2020-06-15;
19629;2005201444S0001;2213144;26;5586;Echantillon Pur Gel;50;;0%;;2020-06-15;
19630;2005201444S0001;2213144;26;5869;Echantillon Nutri-Pulpe Goût Pêche Blanche;50;;0%;;2020-06-15;
22027;1506202116S0003;2001674;49;Vide;Vide;24;405.61;38%;251.48;2020-06-15;
22028;1506202116S0003;2001674;49;5047;Nutri-Pulpe 500ml - 8.026.380.050.475;6;16.9;38%;62.87;2020-06-15;
22029;1506202116S0003;2001674;49;5049;Nutri-Pulpe Pêche Blanche 500ml - 8.026.380.050.499;6;16.9;38%;62.87;2020-06-15;
22030;1506202116S0003;2001674;49;5050;Pur Gel Feuille 250ml - 8.026.380.050.505;12;16.9;38%;125.74;2020-06-15;
22114;1206201339S00DR;2235131;50;Vide;Vide;675;2590.83;46%;1399.05;2020-06-15;
22115;1206201339S00DR;2235131;50;5046;Nutri-Pulpe 1000ml - 8.026.380.050.468;6;24.9;46%;80.68;2020-06-15;
22116;1206201339S00DR;2235131;50;5048;Nutri-Pulpe Pêche Blanche 1000ml - 8.026.380.050.482;6;24.9;46%;80.68;2020-06-15;
22117;1206201339S00DR;2235131;50;5049;Nutri-Pulpe Pêche Blanche 500ml - 8.026.380.050.499;6;16.9;46%;54.76;2020-06-15;
22118;1206201339S00DR;2235131;50;5050;Pur Gel Feuille 250ml - 8.026.380.050.505;60;16.9;46%;547.56;2020-06-15;
22119;1206201339S00DR;2235131;50;5051;Pur Gel Flacon 100ml - 8.026.380.050.512;36;9.9;46%;192.46;2020-06-15;
22120;1206201339S00DR;2235131;50;5052;Aloe-Oil Huile Réparatrice 50ml - 8.026.380.050.529;60;8.9;46%;288.36;2020-06-15;
22121;1206201339S00DR;2235131;50;5053;Aloe-Oil Crème Réparatrice 150ml - 8.026.380.050.536;18;15.9;46%;154.55;2020-06-15;
22122;1206201339S00DR;2235131;50;5064;Cœur d'aloe cube;120;0;0%;0;2020-06-15;
22123;1206201339S00DR;2235131;50;5065;Totem Double Face;2;0;0%;0;2020-06-15;
22124;1206201339S00DR;2235131;50;5150;Pop-Up Coeur D’Aloe Cube Offre Consommateur;2;0;0%;0;2020-06-15;
22125;1206201339S00DR;2235131;50;5151;Réglette de linéaire Aloe Vera;2;0;0%;0;2020-06-15;
22126;1206201339S00DR;2235131;50;5152;Présentoir de Comptoir Gamme Aloe;1;0;0%;0;2020-06-15;
22127;1206201339S00DR;2235131;50;5153;Présentoir de Sol Gamme Aloe;1;0;0%;0;2020-06-15;
22128;1206201339S00DR;2235131;50;5154;Grand Aloe Vera Cartonné de Linéaire ou Vitrine;2;0;0%;0;2020-06-15;
22129;1206201339S00DR;2235131;50;5155;Présentoir de Comptoir Aloe-Oil;2;0;0%;0;2020-06-15;
22130;1206201339S00DR;2235131;50;5156;Brochure Gamme Aloe Vera;100;0;0%;0;2020-06-15;
22131;1206201339S00DR;2235131;50;5168;Présentoir de Sol Aloe-Oil;1;0;0%;0;2020-06-15;
22132;1206201339S00DR;2235131;50;5174;Echantillon Aloe-oil huile réparatrice;50;0;0%;0;2020-06-15;
22133;1206201339S00DR;2235131;50;5175;Echantillon Aloe-oil crème réparatrice;50;0;0%;0;2020-06-15;
22134;1206201339S00DR;2235131;50;5176;Echantillon Pur Gel;50;0;0%;0;2020-06-15;
22135;1206201339S00DR;2235131;50;5177;Echantillon Nutri-Pulpe;50;0;0%;0;2020-06-15;
22136;1206201339S00DR;2235131;50;5869;Echantillon Nutri-Pulpe Goût Pêche Blanche;50;0;0%;0;2020-06-15;
22137;1206201339S00DR;2235131;50;Vide;Vide;675;2590.83;46%;1399.05;2020-06-15;
22138;1206201339S00DR;2235131;50;5046;Nutri-Pulpe 1000ml - 8.026.380.050.468;6;24.9;46%;80.68;2020-06-15;
22139;1206201339S00DR;2235131;50;5048;Nutri-Pulpe Pêche Blanche 1000ml - 8.026.380.050.482;6;24.9;46%;80.68;2020-06-15;
22140;1206201339S00DR;2235131;50;5049;Nutri-Pulpe Pêche Blanche 500ml - 8.026.380.050.499;6;16.9;46%;54.76;2020-06-15;
22141;1206201339S00DR;2235131;50;5050;Pur Gel Feuille 250ml - 8.026.380.050.505;60;16.9;46%;547.56;2020-06-15;
22142;1206201339S00DR;2235131;50;5051;Pur Gel Flacon 100ml - 8.026.380.050.512;36;9.9;46%;192.46;2020-06-15;
22143;1206201339S00DR;2235131;50;5052;Aloe-Oil Huile Réparatrice 50ml - 8.026.380.050.529;60;8.9;46%;288.36;2020-06-15;
22144;1206201339S00DR;2235131;50;5053;Aloe-Oil Crème Réparatrice 150ml - 8.026.380.050.536;18;15.9;46%;154.55;2020-06-15;
22145;1206201339S00DR;2235131;50;5064;Cœur d'aloe cube;120;0;0%;0;2020-06-15;
22146;1206201339S00DR;2235131;50;5065;Totem Double Face;2;0;0%;0;2020-06-15;
22147;1206201339S00DR;2235131;50;5150;Pop-Up Coeur D’Aloe Cube Offre Consommateur;2;0;0%;0;2020-06-15;
22148;1206201339S00DR;2235131;50;5151;Réglette de linéaire Aloe Vera;2;0;0%;0;2020-06-15;
22149;1206201339S00DR;2235131;50;5152;Présentoir de Comptoir Gamme Aloe;1;0;0%;0;2020-06-15;
22150;1206201339S00DR;2235131;50;5153;Présentoir de Sol Gamme Aloe;1;0;0%;0;2020-06-15;
22151;1206201339S00DR;2235131;50;5154;Grand Aloe Vera Cartonné de Linéaire ou Vitrine;2;0;0%;0;2020-06-15;
22152;1206201339S00DR;2235131;50;5155;Présentoir de Comptoir Aloe-Oil;2;0;0%;0;2020-06-15;
22153;1206201339S00DR;2235131;50;5156;Brochure Gamme Aloe Vera;100;0;0%;0;2020-06-15;
22154;1206201339S00DR;2235131;50;5168;Présentoir de Sol Aloe-Oil;1;0;0%;0;2020-06-15;
22155;1206201339S00DR;2235131;50;5174;Echantillon Aloe-oil huile réparatrice;50;0;0%;0;2020-06-15;
22156;1206201339S00DR;2235131;50;5175;Echantillon Aloe-oil crème réparatrice;50;0;0%;0;2020-06-15;
22157;1206201339S00DR;2235131;50;5176;Echantillon Pur Gel;50;0;0%;0;2020-06-15;
22158;1206201339S00DR;2235131;50;5177;Echantillon Nutri-Pulpe;50;0;0%;0;2020-06-15;
22159;1206201339S00DR;2235131;50;5869;Echantillon Nutri-Pulpe Goût Pêche Blanche;50;0;0%;0;2020-06-15;
6424;1506202020S0008;2173332;31;Vide;Vide;42;523.82;38%;324.77;2020-06-16;
6425;1506202020S0008;2173332;31;5050;Pur Gel Feuille 250ml - 8.026.380.050.505;12;16.9;38%;125.74;2020-06-16;
6426;1506202020S0008;2173332;31;5051;Pur Gel Flacon 100ml - 8.026.380.050.512;12;9.9;38%;73.66;2020-06-16;
6427;1506202020S0008;2173332;31;5052;Aloe-Oil Huile Réparatrice 50ml - 8.026.380.050.529;12;8.9;38%;66.22;2020-06-16;
6428;1506202020S0008;2173332;31;5053;Aloe-Oil Crème Réparatrice 150ml - 8.026.380.050.536;6;15.9;38%;59.15;2020-06-16;
10087;1506201028S00DR;2141405;50;Vide;Vide;75;1024.82;38%;635.39;2020-06-16;
10088;1506201028S00DR;2141405;50;5047;Nutri-Pulpe - 500ml - 8.026.380.050.475;6;16.9;38%;62.87;2020-06-16;
10089;1506201028S00DR;2141405;50;5049;Nutri-Pulpe Pêche Blanche - 500ml - 8.026.380.050.499;6;16.9;38%;62.87;2020-06-16;
10090;1506201028S00DR;2141405;50;5050;Pur Gel Feuille - 250ml - 8.026.380.050.505;24;16.9;38%;251.47;2020-06-16;
10091;1506201028S00DR;2141405;50;5051;Pur Gel Flacon - 100ml - 8.026.380.050.512;12;9.9;38%;73.66;2020-06-16;
10092;1506201028S00DR;2141405;50;5052;Aloe-Oil Huile Réparatrice - 50ml - 8.026.380.050.529;12;8.9;38%;66.22;2020-06-16;
10093;1506201028S00DR;2141405;50;5053;Aloe-Oil Crème Réparatrice - 150ml - 8.026.380.050.536;12;15.9;38%;118.3;2020-06-16;
10094;1506201028S00DR;2141405;50;5151;Réglette de linéaire Aloe Vera;1;0;0%;0;2020-06-16;
10095;1506201028S00DR;2141405;50;5152;Présentoir de Comptoir Gamme Aloe;1;0;0%;0;2020-06-16;
10096;1506201028S00DR;2141405;50;5154;Grand Aloe Vera Cartonné de Linéaire ou Vitrine;1;0;0%;0;2020-06-16;
19407;1506201919S0001;2042412;26;Vide;Vide;42;523.82;38%;324.77;2020-06-16;
19408;1506201919S0001;2042412;26;5050;Pur Gel Feuille 250ml - 8.026.380.050.505;12;16.9;38%;125.74;2020-06-16;
19409;1506201919S0001;2042412;26;5051;Pur Gel Flacon 100ml - 8.026.380.050.512;12;9.9;38%;73.66;2020-06-16;
19410;1506201919S0001;2042412;26;5052;Aloe-Oil Huile Réparatrice 50ml - 8.026.380.050.529;12;8.9;38%;66.22;2020-06-16;
19411;1506201919S0001;2042412;26;5053;Aloe-Oil Crème Réparatrice 150ml - 8.026.380.050.536;6;15.9;38%;59.15;2020-06-16;
19417;1506201915S0001;2000800;26;Vide;Vide;194;1144.23;38%;709.42;2020-06-16;
19418;1506201915S0001;2000800;26;5046;Nutri-Pulpe 1000ml - 8.026.380.050.468;6;24.9;38%;92.63;2020-06-16;
19419;1506201915S0001;2000800;26;5047;Nutri-Pulpe 500ml - 8.026.380.050.475;6;16.9;38%;62.87;2020-06-16;
19420;1506201915S0001;2000800;26;5048;Nutri-Pulpe Pêche Blanche 1000ml - 8.026.380.050.482;6;24.9;38%;92.63;2020-06-16;
19421;1506201915S0001;2000800;26;5049;Nutri-Pulpe Pêche Blanche 500ml - 8.026.380.050.499;6;16.9;38%;62.87;2020-06-16;
19422;1506201915S0001;2000800;26;5050;Pur Gel Feuille 250ml - 8.026.380.050.505;12;16.9;38%;125.74;2020-06-16;
19423;1506201915S0001;2000800;26;5051;Pur Gel Flacon 100ml - 8.026.380.050.512;24;9.9;38%;147.31;2020-06-16;
19424;1506201915S0001;2000800;26;5052;Aloe-Oil Huile Réparatrice 50ml - 8.026.380.050.529;12;8.9;38%;66.22;2020-06-16;
19425;1506201915S0001;2000800;26;5053;Aloe-Oil Crème Réparatrice 150ml - 8.026.380.050.536;6;15.9;38%;59.15;2020-06-16;
19426;1506201915S0001;2000800;26;5064;Cœur d'Aloe Cube;60;;0%;;2020-06-16;
19427;1506201915S0001;2000800;26;5065;Totem Double Face;1;;0%;;2020-06-16;
19428;1506201915S0001;2000800;26;5150;Pop-Up Coeur D’Aloe Cube Offre Consommateur;1;;0%;;2020-06-16;
19429;1506201915S0001;2000800;26;5151;Réglette De Linéaire Aloe Vera;1;;0%;;2020-06-16;
19430;1506201915S0001;2000800;26;5152;Présentoir de Comptoir Gamme Aloe;1;;0%;;2020-06-16;
19431;1506201915S0001;2000800;26;5154;Grand Aloe Vera Cartonné de Linéaire ou Vitrine;1;;0%;;2020-06-16;
19432;1506201915S0001;2000800;26;5155;Présentoir de Comptoir Aloe-Oil;1;;0%;;2020-06-16;
19433;1506201915S0001;2000800;26;5156;Brochure Gamme Aloe Vera;50;;0%;;2020-06-16;
22089;1506202020S0008;2173332;31;Vide;Vide;42;523.82;38%;324.77;2020-06-16;
22090;1506202020S0008;2173332;31;5050;Pur Gel Feuille 250ml - 8.026.380.050.505;12;16.9;38%;125.74;2020-06-16;
22091;1506202020S0008;2173332;31;5051;Pur Gel Flacon 100ml - 8.026.380.050.512;12;9.9;38%;73.66;2020-06-16;
22092;1506202020S0008;2173332;31;5052;Aloe-Oil Huile Réparatrice 50ml - 8.026.380.050.529;12;8.9;38%;66.22;2020-06-16;
22093;1506202020S0008;2173332;31;5053;Aloe-Oil Crème Réparatrice 150ml - 8.026.380.050.536;6;15.9;38%;59.15;2020-06-16;
22094;1506201028S00DR;2141405;50;Vide;Vide;75;1024.82;38%;635.39;2020-06-16;
22095;1506201028S00DR;2141405;50;5047;Nutri-Pulpe 500ml - 8.026.380.050.475;6;16.9;38%;62.87;2020-06-16;
22096;1506201028S00DR;2141405;50;5049;Nutri-Pulpe Pêche Blanche 500ml - 8.026.380.050.499;6;16.9;38%;62.87;2020-06-16;
22097;1506201028S00DR;2141405;50;5050;Pur Gel Feuille 250ml - 8.026.380.050.505;24;16.9;38%;251.47;2020-06-16;
22098;1506201028S00DR;2141405;50;5051;Pur Gel Flacon 100ml - 8.026.380.050.512;12;9.9;38%;73.66;2020-06-16;
22099;1506201028S00DR;2141405;50;5052;Aloe-Oil Huile Réparatrice 50ml - 8.026.380.050.529;12;8.9;38%;66.22;2020-06-16;
22100;1506201028S00DR;2141405;50;5053;Aloe-Oil Crème Réparatrice 150ml - 8.026.380.050.536;12;15.9;38%;118.3;2020-06-16;
22101;1506201028S00DR;2141405;50;5151;Réglette de linéaire Aloe Vera;1;0;0%;0;2020-06-16;
22102;1506201028S00DR;2141405;50;5152;Présentoir de Comptoir Gamme Aloe;1;0;0%;0;2020-06-16;
22103;1506201028S00DR;2141405;50;5154;Grand Aloe Vera Cartonné de Linéaire ou Vitrine;1;0;0%;0;2020-06-16;
22104;1506201028S00DR;2141405;50;Vide;Vide;75;1024.82;38%;635.39;2020-06-16;
22105;1506201028S00DR;2141405;50;5047;Nutri-Pulpe 500ml - 8.026.380.050.475;6;16.9;38%;62.87;2020-06-16;
22106;1506201028S00DR;2141405;50;5049;Nutri-Pulpe Pêche Blanche 500ml - 8.026.380.050.499;6;16.9;38%;62.87;2020-06-16;
22107;1506201028S00DR;2141405;50;5050;Pur Gel Feuille 250ml - 8.026.380.050.505;24;16.9;38%;251.47;2020-06-16;
22108;1506201028S00DR;2141405;50;5051;Pur Gel Flacon 100ml - 8.026.380.050.512;12;9.9;38%;73.66;2020-06-16;
22109;1506201028S00DR;2141405;50;5052;Aloe-Oil Huile Réparatrice 50ml - 8.026.380.050.529;12;8.9;38%;66.22;2020-06-16;
22110;1506201028S00DR;2141405;50;5053;Aloe-Oil Crème Réparatrice 150ml - 8.026.380.050.536;12;15.9;38%;118.3;2020-06-16;
22111;1506201028S00DR;2141405;50;5151;Réglette de linéaire Aloe Vera;1;0;0%;0;2020-06-16;
22112;1506201028S00DR;2141405;50;5152;Présentoir de Comptoir Gamme Aloe;1;0;0%;0;2020-06-16;
22113;1506201028S00DR;2141405;50;5154;Grand Aloe Vera Cartonné de Linéaire ou Vitrine;1;0;0%;0;2020-06-16;
1866;1606201626S00DR;2087411;34;Vide;Vide;24;405.61;38%;251.48;2020-06-17;
1867;1606201626S00DR;2087411;34;5047;Nutri-Pulpe 500ml - 8.026.380.050.475;12;16.9;38%;125.74;2020-06-17;
1868;1606201626S00DR;2087411;34;5049;Nutri-Pulpe Pêche Blanche 500ml - 8.026.380.050.499;12;16.9;38%;125.74;2020-06-17;
6068;1606201544S00DR;2176003;35;Vide;Vide;24;453.61;38%;281.24;2020-06-17;
6069;1606201544S00DR;2176003;35;5046;Nutri-Pulpe 1000ml - 8.026.380.050.468;6;24.9;38%;92.63;2020-06-17;
6070;1606201544S00DR;2176003;35;5049;Nutri-Pulpe Pêche Blanche 500ml - 8.026.380.050.499;6;16.9;38%;62.87;2020-06-17;
6071;1606201544S00DR;2176003;35;5050;Pur Gel Feuille 250ml - 8.026.380.050.505;12;16.9;38%;125.74;2020-06-17;
6415;1606201838S0008;2173023;31;Vide;Vide;36;512.42;38%;317.7;2020-06-17;
6416;1606201838S0008;2173023;31;5047;Nutri-Pulpe 500ml - 8.026.380.050.475;12;16.9;38%;125.74;2020-06-17;
6417;1606201838S0008;2173023;31;5050;Pur Gel Feuille 250ml - 8.026.380.050.505;12;16.9;38%;125.74;2020-06-17;
6418;1606201838S0008;2173023;31;5052;Aloe-Oil Huile Réparatrice 50ml - 8.026.380.050.529;12;8.9;38%;66.22;2020-06-17;
6419;1606201547S0008;2172936;31;Vide;Vide;48;619.23;38%;383.92;2020-06-17;
6420;1606201547S0008;2172936;31;5050;Pur Gel Feuille 250ml - 8.026.380.050.505;12;16.9;38%;125.74;2020-06-17;
6421;1606201547S0008;2172936;31;5051;Pur Gel Flacon 100ml - 8.026.380.050.512;12;9.9;38%;73.66;2020-06-17;
6422;1606201547S0008;2172936;31;5052;Aloe-Oil Huile Réparatrice 50ml - 8.026.380.050.529;12;8.9;38%;66.22;2020-06-17;
6423;1606201547S0008;2172936;31;5053;Aloe-Oil Crème Réparatrice 150ml - 8.026.380.050.536;12;15.9;38%;118.3;2020-06-17;
22015;1606201838S0008;2173023;31;Vide;Vide;36;512.42;38%;317.7;2020-06-17;
22016;1606201838S0008;2173023;31;5047;Nutri-Pulpe 500ml - 8.026.380.050.475;12;16.9;38%;125.74;2020-06-17;
22017;1606201838S0008;2173023;31;5050;Pur Gel Feuille 250ml - 8.026.380.050.505;12;16.9;38%;125.74;2020-06-17;
22018;1606201838S0008;2173023;31;5052;Aloe-Oil Huile Réparatrice 50ml - 8.026.380.050.529;12;8.9;38%;66.22;2020-06-17;
22019;1606201626S00DR;2087411;34;Vide;Vide;24;405.61;38%;251.48;2020-06-17;
22020;1606201626S00DR;2087411;34;5047;Nutri-Pulpe 500ml - 8.026.380.050.475;12;16.9;38%;125.74;2020-06-17;
22021;1606201626S00DR;2087411;34;5049;Nutri-Pulpe Pêche Blanche 500ml - 8.026.380.050.499;12;16.9;38%;125.74;2020-06-17;
22022;1606201547S0008;2172936;31;Vide;Vide;48;619.23;38%;383.92;2020-06-17;
22023;1606201547S0008;2172936;31;5050;Pur Gel Feuille 250ml - 8.026.380.050.505;12;16.9;38%;125.74;2020-06-17;
22024;1606201547S0008;2172936;31;5051;Pur Gel Flacon 100ml - 8.026.380.050.512;12;9.9;38%;73.66;2020-06-17;
22025;1606201547S0008;2172936;31;5052;Aloe-Oil Huile Réparatrice 50ml - 8.026.380.050.529;12;8.9;38%;66.22;2020-06-17;
22026;1606201547S0008;2172936;31;5053;Aloe-Oil Crème Réparatrice 150ml - 8.026.380.050.536;12;15.9;38%;118.3;2020-06-17;
1497;1706201642S00DR;2239293;29;Vide;Vide;36;428.42;38%;265.62;2020-06-18;
1498;1706201642S00DR;2239293;29;5047;Nutri-Pulpe 500ml - 8.026.380.050.475;6;16.9;38%;62.87;2020-06-18;
1499;1706201642S00DR;2239293;29;5049;Nutri-Pulpe Pêche Blanche 500ml - 8.026.380.050.499;6;16.9;38%;62.87;2020-06-18;
1500;1706201642S00DR;2239293;29;5051;Pur Gel Flacon 100ml - 8.026.380.050.512;12;9.9;38%;73.66;2020-06-18;
1501;1706201642S00DR;2239293;29;5052;Aloe-Oil Huile Reparatrice 50ml - 8.026.380.050.529;12;8.9;38%;66.22;2020-06-18;
10887;1706201642S00DR;2239293;29;Vide;Vide;36;428.42;38%;265.62;2020-06-18;
10888;1706201642S00DR;2239293;29;5047;Nutri-Pulpe 500ml - 8.026.380.050.475;6;16.9;38%;62.87;2020-06-18;
10889;1706201642S00DR;2239293;29;5049;Nutri-Pulpe Pêche Blanche 500ml - 8.026.380.050.499;6;16.9;38%;62.87;2020-06-18;
10890;1706201642S00DR;2239293;29;5051;Pur Gel Flacon 100ml - 8.026.380.050.512;12;9.9;38%;73.66;2020-06-18;
10891;1706201642S00DR;2239293;29;5052;Aloe-Oil Huile Réparatrice 50ml - 8.026.380.050.529;12;8.9;38%;66.22;2020-06-18;
10038;1806201707S00DR;2232963;50;Vide;Vide;75;1324.82;38%;821.39;2020-06-19;
10039;1806201707S00DR;2232963;50;5046;Nutri-Pulpe - 1000ml - 8.026.380.050.468;12;24.9;38%;185.26;2020-06-19;
